让数据成为企业的“军师”——大连农行数据仓库建设探索	3	中国计算机用户	2000	2000年25期	信息是企业的最大财富之一,要占据市场优势,必须根据客观事实进行业务决策并实施明智独到的业务战略,而这一切,离不开对海量级业务数据的挖掘和有效利用。大连农行从1999年8月开始,在全面实现所有营业网点联网和各项业务系统实时处理、数据大集中的基础上,积极迈出了建设数据仓库系统的步伐,创造了良好的效益也取得了一定的经验。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200025021&dbname=CJFD9902
我做,所以我行	3	中国计算机用户	2000	2000年26期	国外的全球分销系统(GDS)一直觊觎中国航空分销市场,以便获取高额利润,中国的GDS建成后,将会给国内的各航空公司带来丰厚的利润,中国民航在自己的GDS建设道路上,步步为营,面对WTO带来的挑战和冲击,中国民航宣言,	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200026005&dbname=CJFD9902
探索钢铁行业e之路	3	中国计算机用户	2000	2000年26期	网络时代和全球化经济大潮给冶金行业带来前所未有的冲击,而加入WTO又意味着冶金行业将逐渐失去国家保护性政策的庇佑,面临来自世界钢铁市场的严酷竞争。如何利用信息技术增强企业的国际竞争力、如何将传统业务与电子商务相结合成为冶金企业面临的最迫切的问题。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200026021&dbname=CJFD9902
建设中小医院网络信息管理系统——给医院“进补”	3	中国计算机用户	2000	2000年26期	<正> 随着信息时代的到来,计算机在各行各业得到了越来越广泛的应用。建设现代化的医院,信息管理的计算机化、网络化和数据高度共享化将是必不可少的条件。本文通过邓州市第一人民医院网络信息系统的实际案例,探讨了中小医院网络信息管理系统的建设问题。 为了“以患者为核心” 邓州市第一人民医院是卫生部批准的二级甲等医院。为了使医院的管理和运营现代化,提高工作效率、更好地为病人服务,医院决定建立有效的、网络化的信息管理系统。该网络信息系统采用快速以太网,网络设备选用D-Link公司的产品,组成易于扩展的星型网络结	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200026024&dbname=CJFD9902
CFCA—电子商务新基石——访中国金融认证中心技术总监关振胜先生	3	中国计算机用户	2000	2000年27期	如果说,良好的交易平台、畅通的网路、合理的物流配送、健全的法律法规部属于电子商务健康发展的基石的话,那么CFCA(China Financial Certificate Authority)的建成无疑为中国的电子商务奠定了一块基石。而在基石之上建设摩天大厦又需要方方面面的共同努力,CFCA这块基石怎样可以发挥它最大的效用,让我们来看一看CFCA的建设者是怎样说的。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200027006&dbname=CJFD9902
实现一卡通的关键	3	中国计算机用户	2000	2000年27期	<正> 银行卡交换区域中心、行内中心、电子商务支付网关与清算中心、公共事业缴费和电子专装处理中心等金融业务处理系统的建设,是实施金融电子化关键举措,也是构筑未来电子支付网络的基础工作。建立基于银行支付与清算网络的银行卡交换系统,进一步发展卡交换中心互联及业务联营应用,扩大互连的银行卡交换网络覆盖地域,已成为银行卡应用的发展趋势。E-SWITCH银行卡交换和清算应用系统,是易系统数据有限公司(ESA-Easy System Access Ltd)推出的系列金融应用软件之一。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200027020&dbname=CJFD9902
IT凝聚钢铁未来——记宝钢集团信息化建设	3	中国计算机用户	2000	2000年27期	<正> 宝山钢铁(集团)公司始建于1978年12月。1998年11月,在国务院的关心和指导下,宝山钢铁(集团)公司并购上海冶金控股(集团)公司和上海梅山(集团)有限公司,组建成中国最大的钢铁联合企业-上海宝钢集团公司。经过几年的发展,上海宝钢集团公司在强化核心企业、建立健全母子公司体制、优化集团组织结构、完善内部关系、促进资源合理配置方面取得长足进步。至1999年底,集团公司共拥有35家全资子公司,22家控股子公司。其中境内中外合资公司5家,境外公司14家。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200027021&dbname=CJFD9902
皮儿好更要馅儿好——上海麦考林国际邮购有限公司总裁崔仁辅谈传统企业开展电子商务	3	中国计算机用户	2000	2000年27期	在电子商务激动而喧闹的奔跑过程中,一个不争的事实是只有为数不多的从业人士真正知道自己应该如何去赚钱什么时候才能开始赚钱,而有相当数量的企业切实不知道如何拥抱电子商务,什么时候才能开始得利于电子商务。子商务,你让传统企业如何捧着你?	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200027022&dbname=CJFD9902
吃着碗里,看着锅里——利用eCRM解决方案争保客户	3	中国计算机用户	2000	2000年27期	<正> 企业所面临的挑战 企业在经历了前期发展阶段并具备了一定规模后,都希望能够扩大市场份额、挖掘潜在市场、继续提高销售收入和利润率。随着IT技术和产业的发展和成熟,先进生产手段进入各个传统行业已是大势所趋,而且其价值也得到了愈来愈广泛的认同。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200027032&dbname=CJFD9902
监督不再靠人实现	3	中国计算机用户	2000	2000年28期	<正> 长期以来,银行档案管理工作因管理手段落后而一直困扰着银行界,各类档案的打印、整理、装订和归档需要花费大量的人力和物力。同时,各类凭证的事后监督与归档的分离也浪费了大量的企业资源。随着银行帐务处理集中化模式的出现,如何实现凭证的高效录入、精确查询和可靠保管已成为银行界面临的一大课题。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200028011&dbname=CJFD9902
锁紧商业银行	3	中国计算机用户	2000	2000年28期	根据国外商业银行的经验,在金融市场开放环境中,银行竞争优势的来源是对每一位客户提供个性化服务,而数据仓库是金融银行机构实现顾客关系管理的核心技术,数据仓库为商业银行平添双赢。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200028022&dbname=CJFD9902
管理:抛掉人脑 换上电脑——韩村河建筑集团企业信息化建设	3	中国计算机用户	2000	2000年28期	<正> 用户背景 韩村河建筑集团是北京市大型的建筑企业集团,近年来得到了快速发展,但由于管理技术的滞后给集团的未来发展带来了影响。因此,韩建集团在工程和信息管理方面迫切需要上一个台阶,采用现代管理模式来提高企业生产效率和市场竞争能力,同时在观念上完成飞跃。同行业中的其他一些企业都已上了计算机管理系统,效益显著。在此环境中,逐步从手工管理过渡到计算机管理,已成为必经阶段。事实证明,计算机管理在任何行业都是无法回避的现实,早一日上,在同行业竞争中就能占有更有利的位置。集团领导正是看中这一点,决定上信息管理系统。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200028033&dbname=CJFD9902
量体裁e——访中国化工进出口总公司信息技术部副总经理胡斌先生	3	中国计算机用户	2000	2000年29期	自1988年以来,中国化工进出口总公司销售额和利润逐年增高,连续12年被美国《财富》杂志评为全球500强企业,什么样的内力推动着中化的发展?也许我们可以从中化信息化建设的过程中窥斑见豹。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200029004&dbname=CJFD9902
颐和世界 中惠人生——颐中烟草集团信息化建设侧记	3	中国计算机用户	2000	2000年29期	深入企业,挖掘需求,个案追寻,倾听CIO的声音,请看企业信息化系列报导之七十一	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200029012&dbname=CJFD9902
为三网合一作铺垫——中望公司内部网建设与应用	3	中国计算机用户	2000	2000年29期	有分支机构的企事业如何建网?在网上跑什么业务?对企业有什么帮助?有哪些经验教训可供借鉴?	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200029029&dbname=CJFD9902
从MIS自身看MIS成败	3	中国计算机用户	2000	2000年31期	我国企业管理信息系统建设至今已将近20年了。可是纵观全国企业管理信息系统建设情况,不尽如人意,成功者甚少,失败者居多。分析原因和误区所在,MIS本身的特点决定了MIS建设的复杂与多变。解在哪里?	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200031006&dbname=CJFD9902
ERP是危台更是高梯	3	中国计算机用户	2000	2000年31期	业界曾流行一句话：“上ERP是找死，不上是等死”。1998年11月24日，联想对外宣布正是启动实施ERP项目。联想糊涂了吗？	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200031030&dbname=CJFD9902
用ATM“铸”电子货币	3	中国计算机用户	2000	2000年32期	随着互联网技术的日趋成熟和广泛应用,我国ATM业务作为银行卡和电子货币在因特网上为主要终端服务产品发展迅速。与此同时,ATM正在通过金融支付网络,把对客户传统的票据和柜台服务逐步转变为电子货币的网络服务,形成银行业新的利润增长点。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200032004&dbname=CJFD9902
记莱芜钢铁集团有限公司MIS系统建设——IT飞跃传统	3	中国计算机用户	2000	2000年32期	莱芜钢铁集团有限公司(简称莱钢集团)是国家重点扶持的512家企业之一,曾先后被评为中国大中型工业企业竞争力百强企业、中国工业技术开发实力百强企业。它集生产、科研、流通、金融、服务于一体,是一个实行多元化经营、跨地区、跨行业、跨所有制、跨国经营的大型钢铁企业集团。莱钢集团具有年产钢200万吨的生产能力,至1999年底,公司总资产为104.39亿元,全年实现销售收入45.6亿元。在全国大中型钢铁企业中,莱钢集团钢产量名列第15位。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200032012&dbname=CJFD9902
王府井:老店识新途——访北京王府井百货(集团)股份有限公司计算机中心熊明学主任	3	中国计算机用户	2000	2000年34期	企业信息是国民经济信息化的基础,也是企业加强和改善管理、适应市场和技术发展变化的重要举措,北京王府井百货(集团)股份有限公司全面采用信息技术,使公司的经营和发展得到了良好的回报。对于电子商务,公司也有自己的想法,并谢绝了诸多网络公司的“好意”。王府井百货坚信:传统企业将成为数字英雄之后真正领导电子商务的主角。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200034004&dbname=CJFD9902
